timestamp,received_at,user_id,label,env.screenWidth,env.screenHeight,env.timezone,env.connection,env.platform,env.language,env.memory,env.browser,env.touchSupport,env.webdriver,env.battery,env.hardwareConcurrency,env.timezoneMismatch,env.canvasFingerprint,env.fontsHash,env.webglVendor,env.browserFamily,env.osFamily,env.deviceType,metrics.mouseMoves,metrics.scrollEvents,metrics.keyboardEvents,metrics.clicks,metrics.timeOnPage,metrics.idleTime,metrics.focusChanges,metrics.typingSpeedVariance,metrics.avgMouseSpeed,metrics.maxMouseSpeed,metrics.mouseJitter,metrics.directionChanges,metrics.straightness,metrics.pathVariance,metrics.avgKeyInterval,metrics.burstTypingRatio,metrics.pauseVariance,metrics.scrollVelocity,metrics.scrollAcceleration,metrics.scrollJitter,env.gpu
2026-01-18T09:30:54Z,2026-01-18 09:30:54.819,fast_bot,bot,1366,768,Asia/Calcutta,4g,Win32,en-US,16 GB,Chrome/144.0.0.0,No,Yes,100%,8,No,randomized_fp_fastbot_B,Verdana,NVIDIA Corporation,Chrome,Windows,Desktop,4,4,0,3,3.081,0.1,1,0.0,3887.326,6493.173,0.16,2,0.943,0.05,0.0,0.0,0.0,1441.09,895.09,0.152,
2026-01-18T09:31:07Z,2026-01-18 09:31:07.183,fast_bot,bot,1536,864,Asia/Calcutta,4g,Win32,en-US,16 GB,Chrome/143.0.0.0,No,Yes,unavailable,8,No,randomized_fp_fastbot_A,"Verdana, Courier New",NVIDIA Corporation,Chrome,Windows,Desktop,3,4,14,2,3.061,0.0,1,0.321,2288.871,3162.94,0.294,2,0.972,0.056,49.299,0.985,0.103,1545.94,172.91,0.011,
2026-01-18T09:31:22Z,2026-01-18 09:31:22.465,fast_bot,bot,1536,864,Asia/Calcutta,4g,Win32,en-US,8 GB,Chrome/143.0.0.0,No,Yes,unavailable,8,No,randomized_fp_fastbot_B,Verdana,NVIDIA Corporation,Chrome,Windows,Desktop,4,5,13,3,2.445,0.1,3,0.301,2090.296,3855.704,0.14,0,0.944,0.051,50.384,0.998,0.091,1455.96,792.76,0.223,
2026-01-18T09:31:37Z,2026-01-18 09:31:37.066,fast_bot,bot,1536,864,Asia/Calcutta,4g,Win32,en-US,8 GB,Chrome/144.0.0.0,No,Yes,unavailable,8,No,randomized_fp_fastbot_A,"Verdana, Courier New",NVIDIA Corporation,Chrome,Windows,Desktop,4,5,12,1,4.521,0.2,3,0.247,2611.686,3953.837,0.079,0,0.971,0.056,51.822,0.97,0.061,1468.81,995.48,0.112,
2026-01-18T09:31:50Z,2026-01-18 09:31:50.625,fast_bot,bot,1366,768,Asia/Calcutta,4g,Win32,en-US,8 GB,Chrome/143.0.0.0,No,Yes,unavailable,8,No,randomized_fp_fastbot_A,"Verdana, Courier New",NVIDIA Corporation,Chrome,Windows,Desktop,4,5,12,1,2.395,0.0,3,0.376,2197.016,3228.966,0.016,2,0.969,0.05,51.772,0.988,0.141,1488.19,771.81,0.064,
2026-01-18T09:32:05Z,2026-01-18 09:32:05.436,fast_bot,bot,1366,768,Asia/Calcutta,4g,Win32,en-US,8 GB,Chrome/143.0.0.0,No,Yes,unavailable,8,No,randomized_fp_fastbot_B,"Verdana, Courier New",NVIDIA Corporation,Chrome,Windows,Desktop,4,5,13,1,4.833,0.1,3,0.263,3202.849,3985.692,0.263,1,0.956,0.041,51.895,0.997,0.069,1482.24,446.92,0.266,
2026-01-18T09:32:18Z,2026-01-18 09:32:18.219,fast_bot,bot,1536,864,Asia/Calcutta,4g,Win32,en-US,8 GB,Chrome/144.0.0.0,No,Yes,unavailable,8,No,randomized_fp_fastbot_B,Courier New,NVIDIA Corporation,Chrome,Windows,Desktop,4,3,0,3,4.04,0.2,3,0.0,4417.835,6647.447,0.076,0,0.973,0.042,0.0,0.0,0.0,1552.62,541.37,0.107,
2026-01-18T09:32:31Z,2026-01-18 09:32:31.385,fast_bot,bot,1536,864,Asia/Calcutta,4g,Win32,en-US,16 GB,Chrome/144.0.0.0,No,Yes,unavailable,8,No,randomized_fp_fastbot_A,Verdana,NVIDIA Corporation,Chrome,Windows,Desktop,4,3,12,2,2.572,0.1,2,0.254,2262.729,3111.411,0.049,2,0.947,0.056,48.872,0.993,0.065,1553.47,1148.66,0.043,
2026-01-18T09:32:44Z,2026-01-18 09:32:44.541,fast_bot,bot,1536,864,Asia/Calcutta,4g,Win32,en-US,8 GB,Chrome/144.0.0.0,No,Yes,100%,8,No,randomized_fp_fastbot_A,Courier New,NVIDIA Corporation,Chrome,Windows,Desktop,4,5,12,3,4.335,0.1,1,0.386,3402.245,4894.684,0.181,2,0.947,0.044,49.527,0.974,0.149,1529.66,344.41,0.211,
2026-01-18T09:32:58Z,2026-01-18 09:32:58.713,fast_bot,bot,1536,864,Asia/Calcutta,4g,Win32,en-US,16 GB,Chrome/144.0.0.0,No,Yes,unavailable,8,No,randomized_fp_fastbot_B,"Verdana, Courier New",NVIDIA Corporation,Chrome,Windows,Desktop,5,5,14,2,4.657,0.1,1,0.364,2249.443,4415.157,0.242,2,0.942,0.052,48.955,0.952,0.132,1468.22,543.95,0.153,
2026-01-18T09:33:12Z,2026-01-18 09:33:12.276,fast_bot,bot,1920,1080,Asia/Calcutta,4g,Win32,en-US,8 GB,Chrome/144.0.0.0,No,Yes,unavailable,8,No,randomized_fp_fastbot_B,Verdana,NVIDIA Corporation,Chrome,Windows,Desktop,4,3,14,3,2.177,0.1,1,0.318,1391.086,2720.617,0.169,0,0.978,0.058,48.858,0.993,0.101,1691.11,5.95,0.062,
2026-01-18T09:33:27Z,2026-01-18 09:33:27.851,fast_bot,bot,1920,1080,Asia/Calcutta,4g,Win32,en-US,8 GB,Chrome/143.0.0.0,No,Yes,unavailable,8,No,randomized_fp_fastbot_B,Courier New,NVIDIA Corporation,Chrome,Windows,Desktop,5,3,13,1,4.123,0.0,3,0.261,2880.928,4340.435,0.234,1,0.966,0.048,50.932,0.985,0.068,1547.14,742.57,0.208,
2026-01-18T09:33:41Z,2026-01-18 09:33:41.489,fast_bot,bot,1536,864,Asia/Calcutta,4g,Win32,en-US,8 GB,Chrome/144.0.0.0,No,Yes,unavailable,8,No,randomized_fp_fastbot_A,Verdana,NVIDIA Corporation,Chrome,Windows,Desktop,4,4,14,1,3.153,0.1,2,0.28,1711.808,3998.103,0.11,0,0.951,0.049,49.381,0.957,0.078,1541.53,143.0,0.232,
2026-01-18T09:33:56Z,2026-01-18 09:33:56.345,fast_bot,bot,1366,768,Asia/Calcutta,4g,Win32,en-US,16 GB,Chrome/144.0.0.0,No,Yes,unavailable,8,No,randomized_fp_fastbot_B,Verdana,NVIDIA Corporation,Chrome,Windows,Desktop,4,5,14,1,2.391,0.2,3,0.344,2789.363,4823.489,0.105,1,0.942,0.047,50.95,0.985,0.118,1484.36,921.43,0.072,
2026-01-18T09:34:10Z,2026-01-18 09:34:10.598,fast_bot,bot,1920,1080,Asia/Calcutta,4g,Win32,en-US,16 GB,Chrome/144.0.0.0,No,Yes,unavailable,8,No,randomized_fp_fastbot_A,Courier New,NVIDIA Corporation,Chrome,Windows,Desktop,4,5,14,1,4.37,0.05,1,0.27,2607.996,4074.568,0.095,0,0.971,0.043,48.516,0.999,0.073,1585.7,481.98,0.174,
2026-01-18T09:34:25Z,2026-01-18 09:34:25.494,fast_bot,bot,1920,1080,Asia/Calcutta,4g,Win32,en-US,8 GB,Chrome/144.0.0.0,No,Yes,unavailable,8,No,randomized_fp_fastbot_A,Courier New,NVIDIA Corporation,Chrome,Windows,Desktop,4,5,12,2,3.14,0.05,2,0.326,4715.054,7425.465,0.119,2,0.944,0.049,50.429,0.965,0.107,1519.78,139.39,0.259,
2026-01-18T09:34:39Z,2026-01-18 09:34:39.729,fast_bot,bot,1536,864,Asia/Calcutta,4g,Win32,en-US,16 GB,Chrome/144.0.0.0,No,Yes,unavailable,8,No,randomized_fp_fastbot_B,Verdana,NVIDIA Corporation,Chrome,Windows,Desktop,4,3,13,2,3.138,0.2,1,0.337,2677.166,3832.186,0.05,0,0.949,0.052,50.9,0.996,0.113,1359.15,89.53,0.198,
2026-01-18T09:34:54Z,2026-01-18 09:34:54.337,fast_bot,bot,1920,1080,Asia/Calcutta,4g,Win32,en-US,16 GB,Chrome/144.0.0.0,No,Yes,unavailable,8,No,randomized_fp_fastbot_B,Verdana,NVIDIA Corporation,Chrome,Windows,Desktop,4,5,12,2,2.344,0.0,1,0.37,2260.826,5474.544,0.034,1,0.961,0.05,50.909,0.971,0.137,1480.34,1182.56,0.048,
2026-01-18T09:35:09Z,2026-01-18 09:35:09.269,fast_bot,bot,1366,768,Asia/Calcutta,4g,Win32,en-US,8 GB,Chrome/143.0.0.0,No,Yes,unavailable,8,No,randomized_fp_fastbot_B,Courier New,NVIDIA Corporation,Chrome,Windows,Desktop,4,5,14,3,3.993,0.1,3,0.322,2603.878,3889.434,0.204,2,0.943,0.04,51.661,0.986,0.103,1448.97,786.18,0.164,
2026-01-18T09:35:23Z,2026-01-18 09:35:23.396,fast_bot,bot,1536,864,Asia/Calcutta,4g,Win32,en-US,8 GB,Chrome/144.0.0.0,No,Yes,unavailable,8,No,randomized_fp_fastbot_A,Verdana,NVIDIA Corporation,Chrome,Windows,Desktop,4,4,12,2,3.452,0.1,2,0.34,3375.684,4067.188,0.254,2,0.979,0.06,50.982,0.961,0.116,1408.6,934.86,0.159,
2026-01-18T09:35:36Z,2026-01-18 09:35:36.399,fast_bot,bot,1536,864,Asia/Calcutta,4g,Win32,en-US,8 GB,Chrome/144.0.0.0,No,Yes,unavailable,8,No,randomized_fp_fastbot_A,Verdana,NVIDIA Corporation,Chrome,Windows,Desktop,3,4,14,1,4.163,0.1,1,0.298,1654.689,2267.478,0.28,1,0.972,0.054,50.447,0.955,0.089,1418.16,476.83,0.299,
2026-01-18T09:35:50Z,2026-01-18 09:35:50.588,fast_bot,bot,1536,864,Asia/Calcutta,4g,Win32,en-US,8 GB,Chrome/143.0.0.0,No,Yes,unavailable,8,No,randomized_fp_fastbot_B,Verdana,NVIDIA Corporation,Chrome,Windows,Desktop,5,4,12,2,2.711,0.1,1,0.297,2904.08,4350.423,0.139,1,0.964,0.046,51.232,0.964,0.088,1547.1,583.1,0.03,
2026-01-18T09:36:05Z,2026-01-18 09:36:05.239,fast_bot,bot,1920,1080,Asia/Calcutta,4g,Win32,en-US,8 GB,Chrome/143.0.0.0,No,Yes,unavailable,8,No,randomized_fp_fastbot_B,Courier New,NVIDIA Corporation,Chrome,Windows,Desktop,4,5,12,1,4.947,0.2,1,0.267,2925.509,4006.164,0.086,0,0.941,0.051,52.021,0.979,0.071,1481.48,241.87,0.286,
2026-01-18T09:36:20Z,2026-01-18 09:36:20.075,fast_bot,bot,1366,768,Asia/Calcutta,4g,Win32,en-US,16 GB,Chrome/143.0.0.0,No,Yes,100%,8,No,randomized_fp_fastbot_B,"Verdana, Courier New",NVIDIA Corporation,Chrome,Windows,Desktop,5,5,12,2,3.801,0.0,1,0.274,2027.516,4124.855,0.281,0,0.951,0.058,50.792,0.961,0.075,1488.53,764.8,0.025,
2026-01-18T09:36:33Z,2026-01-18 09:36:33.475,fast_bot,bot,1536,864,Asia/Calcutta,4g,Win32,en-US,16 GB,Chrome/144.0.0.0,No,Yes,unavailable,8,No,randomized_fp_fastbot_B,Courier New,NVIDIA Corporation,Chrome,Windows,Desktop,3,4,0,3,4.062,0.2,3,0.0,5413.221,6706.815,0.111,1,0.953,0.058,0.0,0.0,0.0,1576.84,752.89,0.028,
2026-01-18T09:36:47Z,2026-01-18 09:36:47.017,fast_bot,bot,1536,864,Asia/Calcutta,4g,Win32,en-US,16 GB,Chrome/144.0.0.0,No,Yes,100%,8,No,randomized_fp_fastbot_A,Courier New,NVIDIA Corporation,Chrome,Windows,Desktop,3,5,14,3,3.456,0.05,1,0.329,2752.791,3350.562,0.183,0,0.946,0.054,51.519,0.959,0.108,1526.55,353.84,0.045,
2026-01-18T09:37:01Z,2026-01-18 09:37:01.195,fast_bot,bot,1366,768,Asia/Calcutta,4g,Win32,en-US,16 GB,Chrome/143.0.0.0,No,Yes,unavailable,8,No,randomized_fp_fastbot_A,Verdana,NVIDIA Corporation,Chrome,Windows,Desktop,4,4,12,2,4.907,0.05,2,0.346,3929.534,5998.615,0.266,2,0.975,0.042,49.722,0.973,0.12,1405.69,676.39,0.205,
2026-01-18T09:37:15Z,2026-01-18 09:37:15.787,fast_bot,bot,1920,1080,Asia/Calcutta,4g,Win32,en-US,16 GB,Chrome/144.0.0.0,No,Yes,100%,8,No,randomized_fp_fastbot_A,Verdana,NVIDIA Corporation,Chrome,Windows,Desktop,4,5,14,3,2.028,0.2,2,0.292,2543.54,4474.216,0.021,1,0.954,0.056,50.118,0.967,0.085,1461.86,662.23,0.219,
2026-01-18T09:37:30Z,2026-01-18 09:37:30.796,fast_bot,bot,1536,864,Asia/Calcutta,4g,Win32,en-US,16 GB,Chrome/143.0.0.0,No,Yes,unavailable,8,No,randomized_fp_fastbot_B,"Verdana, Courier New",NVIDIA Corporation,Chrome,Windows,Desktop,5,4,12,2,4.597,0.0,3,0.336,1692.93,2780.892,0.227,0,0.969,0.051,49.136,0.996,0.113,1420.76,811.96,0.093,
2026-01-18T09:37:46Z,2026-01-18 09:37:46.037,fast_bot,bot,1536,864,Asia/Calcutta,4g,Win32,en-US,8 GB,Chrome/143.0.0.0,No,Yes,100%,8,No,randomized_fp_fastbot_A,"Verdana, Courier New",NVIDIA Corporation,Chrome,Windows,Desktop,5,4,12,2,2.616,0.2,1,0.344,3390.271,5690.676,0.047,2,0.958,0.055,48.771,0.951,0.118,1492.9,414.74,0.272,
2026-01-18T09:38:00Z,2026-01-18 09:38:00.727,fast_bot,bot,1366,768,Asia/Calcutta,4g,Win32,en-US,8 GB,Chrome/143.0.0.0,No,Yes,unavailable,8,No,randomized_fp_fastbot_A,Courier New,NVIDIA Corporation,Chrome,Windows,Desktop,4,3,14,2,4.163,0.05,2,0.339,2694.125,5865.377,0.095,1,0.948,0.048,50.626,0.995,0.115,1539.74,71.83,0.066,
2026-01-18T09:38:13Z,2026-01-18 09:38:13.902,fast_bot,bot,1536,864,Asia/Calcutta,4g,Win32,en-US,16 GB,Chrome/143.0.0.0,No,Yes,unavailable,8,No,randomized_fp_fastbot_B,"Verdana, Courier New",NVIDIA Corporation,Chrome,Windows,Desktop,5,3,0,2,2.703,0.0,1,0.0,3515.938,6792.196,0.033,2,0.962,0.055,0.0,0.0,0.0,1549.06,20.46,0.071,
2026-01-18T09:38:28Z,2026-01-18 09:38:28.317,fast_bot,bot,1536,864,Asia/Calcutta,4g,Win32,en-US,16 GB,Chrome/144.0.0.0,No,Yes,unavailable,8,No,randomized_fp_fastbot_B,Courier New,NVIDIA Corporation,Chrome,Windows,Desktop,4,5,12,3,2.073,0.0,1,0.248,3850.846,6016.707,0.02,1,0.976,0.042,49.877,0.959,0.062,1541.03,855.86,0.037,
2026-01-18T09:38:42Z,2026-01-18 09:38:42.807,fast_bot,bot,1366,768,Asia/Calcutta,4g,Win32,en-US,16 GB,Chrome/143.0.0.0,No,Yes,unavailable,8,No,randomized_fp_fastbot_A,Courier New,NVIDIA Corporation,Chrome,Windows,Desktop,5,4,12,1,3.668,0.0,1,0.3,2224.285,3635.987,0.06,0,0.943,0.053,51.56,0.99,0.09,1551.84,872.8,0.01,
2026-01-18T09:38:57Z,2026-01-18 09:38:57.262,fast_bot,bot,1366,768,Asia/Calcutta,4g,Win32,en-US,8 GB,Chrome/144.0.0.0,No,Yes,unavailable,8,No,randomized_fp_fastbot_A,Courier New,NVIDIA Corporation,Chrome,Windows,Desktop,5,5,0,3,3.128,0.05,3,0.0,3065.506,5066.713,0.276,1,0.941,0.049,0.0,0.0,0.0,1464.11,408.06,0.254,
2026-01-18T09:39:11Z,2026-01-18 09:39:11.108,fast_bot,bot,1536,864,Asia/Calcutta,4g,Win32,en-US,16 GB,Chrome/144.0.0.0,No,Yes,unavailable,8,No,randomized_fp_fastbot_B,"Verdana, Courier New",NVIDIA Corporation,Chrome,Windows,Desktop,5,4,0,3,4.109,0.0,3,0.0,3685.08,6279.459,0.273,0,0.971,0.045,0.0,0.0,0.0,1563.19,514.38,0.182,
2026-01-18T09:39:26Z,2026-01-18 09:39:26.780,fast_bot,bot,1536,864,Asia/Calcutta,4g,Win32,en-US,8 GB,Chrome/144.0.0.0,No,Yes,unavailable,8,No,randomized_fp_fastbot_A,Verdana,NVIDIA Corporation,Chrome,Windows,Desktop,5,5,14,1,2.554,0.2,3,0.378,3540.899,5496.098,0.205,2,0.955,0.042,51.366,0.968,0.143,1472.84,614.68,0.139,
2026-01-18T09:39:39Z,2026-01-18 09:39:39.855,fast_bot,bot,1366,768,Asia/Calcutta,4g,Win32,en-US,16 GB,Chrome/144.0.0.0,No,Yes,100%,8,No,randomized_fp_fastbot_B,Verdana,NVIDIA Corporation,Chrome,Windows,Desktop,5,5,0,1,4.069,0.0,1,0.0,2465.693,3830.622,0.036,1,0.952,0.041,0.0,0.0,0.0,1440.32,868.68,0.097,
2026-01-18T09:39:53Z,2026-01-18 09:39:53.037,fast_bot,bot,1536,864,Asia/Calcutta,4g,Win32,en-US,16 GB,Chrome/144.0.0.0,No,Yes,100%,8,No,randomized_fp_fastbot_B,"Verdana, Courier New",NVIDIA Corporation,Chrome,Windows,Desktop,5,4,0,3,4.245,0.2,2,0.0,2934.415,5181.24,0.099,1,0.976,0.042,0.0,0.0,0.0,1572.68,127.1,0.296,
2026-01-18T09:40:08Z,2026-01-18 09:40:08.328,fast_bot,bot,1536,864,Asia/Calcutta,4g,Win32,en-US,8 GB,Chrome/143.0.0.0,No,Yes,unavailable,8,No,randomized_fp_fastbot_B,Verdana,NVIDIA Corporation,Chrome,Windows,Desktop,5,4,14,2,2.277,0.0,1,0.319,3553.839,4938.972,0.213,0,0.959,0.053,49.241,0.961,0.102,1469.07,1181.0,0.235,
2026-01-18T09:40:23Z,2026-01-18 09:40:23.448,fast_bot,bot,1366,768,Asia/Calcutta,4g,Win32,en-US,16 GB,Chrome/143.0.0.0,No,Yes,unavailable,8,No,randomized_fp_fastbot_B,"Verdana, Courier New",NVIDIA Corporation,Chrome,Windows,Desktop,4,5,14,3,3.205,0.2,1,0.288,1570.613,2509.975,0.232,0,0.977,0.051,51.622,0.98,0.083,1414.48,492.81,0.027,
2026-01-18T09:40:36Z,2026-01-18 09:40:36.557,fast_bot,bot,1366,768,Asia/Calcutta,4g,Win32,en-US,16 GB,Chrome/144.0.0.0,No,Yes,unavailable,8,No,randomized_fp_fastbot_A,Verdana,NVIDIA Corporation,Chrome,Windows,Desktop,3,3,0,3,2.391,0.0,3,0.0,3444.869,4355.197,0.276,0,0.947,0.055,0.0,0.0,0.0,1481.68,11.13,0.083,
2026-01-18T09:40:49Z,2026-01-18 09:40:49.674,fast_bot,bot,1366,768,Asia/Calcutta,4g,Win32,en-US,16 GB,Chrome/143.0.0.0,No,Yes,100%,8,No,randomized_fp_fastbot_A,"Verdana, Courier New",NVIDIA Corporation,Chrome,Windows,Desktop,3,4,13,3,2.1,0.05,1,0.27,3610.501,5415.184,0.187,1,0.975,0.044,51.739,0.96,0.073,1380.84,391.94,0.233,
2026-01-18T09:41:02Z,2026-01-18 09:41:02.911,fast_bot,bot,1366,768,Asia/Calcutta,4g,Win32,en-US,16 GB,Chrome/143.0.0.0,No,Yes,unavailable,8,No,randomized_fp_fastbot_A,"Verdana, Courier New",NVIDIA Corporation,Chrome,Windows,Desktop,4,5,0,2,4.604,0.0,2,0.0,2181.445,3582.74,0.098,1,0.967,0.046,0.0,0.0,0.0,1402.45,741.97,0.295,
2026-01-18T09:41:17Z,2026-01-18 09:41:17.205,fast_bot,bot,1536,864,Asia/Calcutta,4g,Win32,en-US,16 GB,Chrome/144.0.0.0,No,Yes,unavailable,8,No,randomized_fp_fastbot_B,"Verdana, Courier New",NVIDIA Corporation,Chrome,Windows,Desktop,3,5,0,1,4.895,0.05,3,0.0,1264.348,2814.607,0.194,2,0.963,0.051,0.0,0.0,0.0,1423.06,628.52,0.023,
2026-01-18T09:41:31Z,2026-01-18 09:41:31.097,fast_bot,bot,1920,1080,Asia/Calcutta,4g,Win32,en-US,16 GB,Chrome/143.0.0.0,No,Yes,100%,8,No,randomized_fp_fastbot_A,Verdana,NVIDIA Corporation,Chrome,Windows,Desktop,4,4,12,2,3.011,0.0,2,0.317,1824.947,3122.354,0.221,0,0.969,0.053,48.202,0.974,0.1,1518.77,805.43,0.049,
2026-01-18T09:41:43Z,2026-01-18 09:41:43.588,fast_bot,bot,1536,864,Asia/Calcutta,4g,Win32,en-US,16 GB,Chrome/143.0.0.0,No,Yes,unavailable,8,No,randomized_fp_fastbot_B,"Verdana, Courier New",NVIDIA Corporation,Chrome,Windows,Desktop,4,4,0,1,3.438,0.2,1,0.0,2683.47,4541.37,0.279,2,0.976,0.058,0.0,0.0,0.0,1524.87,547.37,0.153,
2026-01-18T09:41:59Z,2026-01-18 09:41:59.142,fast_bot,bot,1536,864,Asia/Calcutta,4g,Win32,en-US,8 GB,Chrome/143.0.0.0,No,Yes,unavailable,8,No,randomized_fp_fastbot_A,Verdana,NVIDIA Corporation,Chrome,Windows,Desktop,5,5,14,2,4.951,0.05,3,0.317,2796.955,4615.869,0.222,0,0.967,0.044,50.363,0.985,0.1,1565.04,349.27,0.012,
2026-01-18T09:42:11Z,2026-01-18 09:42:11.856,fast_bot,bot,1536,864,Asia/Calcutta,4g,Win32,en-US,16 GB,Chrome/143.0.0.0,No,Yes,unavailable,8,No,randomized_fp_fastbot_A,Verdana,NVIDIA Corporation,Chrome,Windows,Desktop,3,3,12,3,4.328,0.2,1,0.294,1782.608,3118.272,0.143,1,0.974,0.051,49.521,0.953,0.087,1445.78,288.87,0.069,
2026-01-18T09:42:26Z,2026-01-18 09:42:26.432,fast_bot,bot,1920,1080,Asia/Calcutta,4g,Win32,en-US,16 GB,Chrome/143.0.0.0,No,Yes,100%,8,No,randomized_fp_fastbot_B,Verdana,NVIDIA Corporation,Chrome,Windows,Desktop,5,3,13,3,4.606,0.05,2,0.369,3188.974,5399.649,0.228,2,0.948,0.054,49.772,0.992,0.136,1443.71,352.62,0.075,
2026-01-18T09:42:38Z,2026-01-18 09:42:38.654,fast_bot,bot,1536,864,Asia/Calcutta,4g,Win32,en-US,8 GB,Chrome/143.0.0.0,No,Yes,unavailable,8,No,randomized_fp_fastbot_A,Verdana,NVIDIA Corporation,Chrome,Windows,Desktop,3,4,0,1,3.049,0.1,2,0.0,3454.967,5439.72,0.03,0,0.978,0.045,0.0,0.0,0.0,1486.95,1034.01,0.265,
2026-01-18T09:42:53Z,2026-01-18 09:42:53.785,fast_bot,bot,1536,864,Asia/Calcutta,4g,Win32,en-US,16 GB,Chrome/143.0.0.0,No,Yes,unavailable,8,No,randomized_fp_fastbot_A,"Verdana, Courier New",NVIDIA Corporation,Chrome,Windows,Desktop,5,4,12,1,3.245,0.05,2,0.405,2166.055,4964.67,0.056,2,0.949,0.054,51.529,0.993,0.164,1502.58,804.62,0.076,
2026-01-18T09:43:07Z,2026-01-18 09:43:07.437,fast_bot,bot,1920,1080,Asia/Calcutta,4g,Win32,en-US,8 GB,Chrome/144.0.0.0,No,Yes,unavailable,8,No,randomized_fp_fastbot_B,"Verdana, Courier New",NVIDIA Corporation,Chrome,Windows,Desktop,4,3,12,2,3.44,0.1,1,0.289,2353.31,3198.204,0.121,1,0.966,0.054,51.716,0.995,0.083,1414.32,872.09,0.261,
2026-01-18T09:43:20Z,2026-01-18 09:43:20.557,fast_bot,bot,1536,864,Asia/Calcutta,4g,Win32,en-US,16 GB,Chrome/143.0.0.0,No,Yes,unavailable,8,No,randomized_fp_fastbot_A,Verdana,NVIDIA Corporation,Chrome,Windows,Desktop,3,3,13,2,2.807,0.1,2,0.385,4301.867,5567.21,0.149,0,0.953,0.04,50.985,0.995,0.148,1310.54,43.82,0.144,
2026-01-18T09:43:32Z,2026-01-18 09:43:32.335,fast_bot,bot,1920,1080,Asia/Calcutta,4g,Win32,en-US,16 GB,Chrome/144.0.0.0,No,Yes,unavailable,8,No,randomized_fp_fastbot_B,Verdana,NVIDIA Corporation,Chrome,Windows,Desktop,3,5,0,2,2.807,0.2,2,0.0,2937.731,4471.469,0.156,1,0.966,0.055,0.0,0.0,0.0,1527.98,638.98,0.198,
2026-01-18T09:43:47Z,2026-01-18 09:43:47.075,fast_bot,bot,1536,864,Asia/Calcutta,4g,Win32,en-US,8 GB,Chrome/143.0.0.0,No,Yes,unavailable,8,No,randomized_fp_fastbot_A,Courier New,NVIDIA Corporation,Chrome,Windows,Desktop,5,3,14,3,4.727,0.1,2,0.298,2761.405,7569.551,0.174,1,0.973,0.044,49.446,0.985,0.089,1563.65,87.82,0.069,
2026-01-18T09:44:00Z,2026-01-18 09:44:00.330,fast_bot,bot,1366,768,Asia/Calcutta,4g,Win32,en-US,16 GB,Chrome/144.0.0.0,No,Yes,100%,8,No,randomized_fp_fastbot_B,Courier New,NVIDIA Corporation,Chrome,Windows,Desktop,4,3,13,3,4.084,0.2,1,0.424,3522.239,5901.367,0.212,0,0.961,0.053,48.864,0.981,0.18,1472.85,749.44,0.163,
2026-01-18T09:44:13Z,2026-01-18 09:44:13.850,fast_bot,bot,1920,1080,Asia/Calcutta,4g,Win32,en-US,8 GB,Chrome/144.0.0.0,No,Yes,unavailable,8,No,randomized_fp_fastbot_A,"Verdana, Courier New",NVIDIA Corporation,Chrome,Windows,Desktop,3,4,14,3,2.829,0.0,2,0.257,2210.381,2636.578,0.047,1,0.948,0.056,48.684,0.95,0.066,1508.4,1310.67,0.285,
2026-01-18T09:44:28Z,2026-01-18 09:44:28.667,fast_bot,bot,1920,1080,Asia/Calcutta,4g,Win32,en-US,16 GB,Chrome/144.0.0.0,No,Yes,unavailable,8,No,randomized_fp_fastbot_B,Verdana,NVIDIA Corporation,Chrome,Windows,Desktop,4,4,13,1,2.214,0.2,3,0.268,1483.668,2260.091,0.05,1,0.954,0.042,49.943,0.991,0.072,1553.55,962.22,0.275,
2026-01-18T09:44:42Z,2026-01-18 09:44:42.621,fast_bot,bot,1536,864,Asia/Calcutta,4g,Win32,en-US,8 GB,Chrome/144.0.0.0,No,Yes,100%,8,No,randomized_fp_fastbot_A,"Verdana, Courier New",NVIDIA Corporation,Chrome,Windows,Desktop,3,5,13,1,3.422,0.0,3,0.31,3733.281,5913.194,0.11,0,0.962,0.055,51.71,0.993,0.096,1531.4,914.14,0.146,
2026-01-18T09:44:56Z,2026-01-18 09:44:56.560,fast_bot,bot,1366,768,Asia/Calcutta,4g,Win32,en-US,16 GB,Chrome/144.0.0.0,No,Yes,unavailable,8,No,randomized_fp_fastbot_B,Verdana,NVIDIA Corporation,Chrome,Windows,Desktop,3,4,14,1,2.014,0.2,3,0.274,2832.622,4069.706,0.088,2,0.949,0.045,51.289,0.976,0.075,1571.45,1145.68,0.144,
2026-01-18T09:45:10Z,2026-01-18 09:45:10.481,fast_bot,bot,1536,864,Asia/Calcutta,4g,Win32,en-US,8 GB,Chrome/144.0.0.0,No,Yes,unavailable,8,No,randomized_fp_fastbot_A,Courier New,NVIDIA Corporation,Chrome,Windows,Desktop,5,3,0,3,2.687,0.2,2,0.0,3197.777,4704.088,0.114,0,0.972,0.051,0.0,0.0,0.0,1378.08,81.71,0.063,
2026-01-18T09:45:26Z,2026-01-18 09:45:26.122,fast_bot,bot,1536,864,Asia/Calcutta,4g,Win32,en-US,16 GB,Chrome/143.0.0.0,No,Yes,100%,8,No,randomized_fp_fastbot_A,"Verdana, Courier New",NVIDIA Corporation,Chrome,Windows,Desktop,4,5,14,3,2.209,0.1,3,0.235,2281.498,5508.26,0.089,2,0.971,0.041,48.649,0.986,0.055,1538.11,442.2,0.16,
